#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Host Connected,Button Down,End of File
6959,05-04-2023 18:40:00,31.55,29.16,11.45,,,
6960,05-04-2023 18:50:00,31.56,29.22,11.49,,,
6961,05-04-2023 19:00:00,31.54,29.15,11.44,,,
6962,05-04-2023 19:10:00,31.52,29.10,11.40,,,
6963,05-04-2023 19:20:00,31.54,29.10,11.42,,,
6964,05-04-2023 19:30:00,31.53,29.06,11.38,,,
6965,05-04-2023 19:40:00,31.56,28.98,11.37,,,
6966,05-04-2023 19:50:00,31.54,28.95,11.33,,,
6967,05-04-2023 20:00:00,31.54,28.99,11.36,,,
6968,05-04-2023 20:10:00,31.53,28.96,11.33,,,
6969,05-04-2023 20:20:00,31.53,28.96,11.33,,,
6970,05-04-2023 20:30:00,27.34,33.66,9.96,,,
6971,05-04-2023 20:40:00,21.67,44.48,9.07,,,
6972,05-04-2023 20:50:00,20.16,49.21,9.19,,,
6973,05-04-2023 21:00:00,19.94,50.40,9.34,,,
6974,05-04-2023 21:10:00,19.88,50.68,9.37,,,
6975,05-04-2023 21:20:00,19.87,50.69,9.37,,,
6976,05-04-2023 21:30:00,19.85,50.63,9.33,,,
6977,05-04-2023 21:40:00,19.86,50.50,9.30,,,
6978,05-04-2023 21:50:00,19.86,50.34,9.25,,,
6979,05-04-2023 22:00:00,19.86,50.21,9.21,,,
6980,05-04-2023 22:10:00,19.85,49.84,9.09,,,
6981,05-04-2023 22:20:00,19.86,49.49,9.00,,,
6982,05-04-2023 22:30:00,19.85,49.37,8.95,,,
6983,05-04-2023 22:40:00,19.86,49.18,8.90,,,
6984,05-04-2023 22:50:00,19.83,49.49,8.97,,,
6985,05-04-2023 23:00:00,19.84,49.73,9.05,,,
6986,05-04-2023 23:10:00,19.86,50.11,9.18,,,
6987,05-04-2023 23:20:00,19.87,50.62,9.34,,,
6988,05-04-2023 23:30:00,19.85,50.98,9.43,,,
6989,05-04-2023 23:40:00,19.85,51.24,9.50,,,
6990,05-04-2023 23:50:00,19.86,51.39,9.56,,,
6991,05-05-2023 00:00:00,19.84,51.40,9.54,,,
6992,05-05-2023 00:10:00,19.86,51.56,9.61,,,
6993,05-05-2023 00:20:00,19.82,51.64,9.59,,,
6994,05-05-2023 00:30:00,19.85,51.69,9.63,,,
6995,05-05-2023 00:40:00,19.83,51.67,9.61,,,
6996,05-05-2023 00:50:00,19.83,51.56,9.58,,,
6997,05-05-2023 01:00:00,19.82,51.50,9.55,,,
6998,05-05-2023 01:10:00,19.85,51.58,9.60,,,
6999,05-05-2023 01:20:00,19.82,51.58,9.57,,,
7000,05-05-2023 01:30:00,19.84,51.49,9.57,,,
7001,05-05-2023 01:40:00,19.84,51.53,9.58,,,
7002,05-05-2023 01:50:00,19.82,51.57,9.57,,,
7003,05-05-2023 02:00:00,19.83,51.52,9.56,,,
7004,05-05-2023 02:10:00,19.82,51.65,9.59,,,
7005,05-05-2023 02:20:00,19.85,51.54,9.59,,,
7006,05-05-2023 02:30:00,19.83,51.38,9.52,,,
7007,05-05-2023 02:40:00,19.83,51.31,9.51,,,
7008,05-05-2023 02:50:00,19.86,51.26,9.52,,,
7009,05-05-2023 03:00:00,19.85,51.17,9.48,,,
7010,05-05-2023 03:10:00,19.84,51.09,9.45,,,
7011,05-05-2023 03:20:00,19.85,51.36,9.54,,,
7012,05-05-2023 03:30:00,19.83,51.27,9.49,,,
7013,05-05-2023 03:40:00,19.84,51.20,9.48,,,
7014,05-05-2023 03:50:00,19.86,51.27,9.52,,,
7015,05-05-2023 04:00:00,19.84,51.36,9.53,,,
7016,05-05-2023 04:10:00,19.81,51.38,9.50,,,
7017,05-05-2023 04:20:00,19.84,51.26,9.50,,,
7018,05-05-2023 04:30:00,19.84,51.12,9.46,,,
7019,05-05-2023 04:40:00,19.84,51.08,9.45,,,
7020,05-05-2023 04:50:00,19.83,51.04,9.43,,,
7021,05-05-2023 05:00:00,19.83,51.01,9.42,,,
7022,05-05-2023 05:10:00,19.83,50.96,9.40,,,
7023,05-05-2023 05:20:00,19.84,50.85,9.38,,,
7024,05-05-2023 05:30:00,19.84,50.87,9.39,,,
7025,05-05-2023 05:40:00,19.82,50.86,9.37,,,
7026,05-05-2023 05:50:00,19.83,50.79,9.35,,,
7027,05-05-2023 06:00:00,19.85,50.79,9.37,,,
7028,05-05-2023 06:10:00,22.29,46.52,10.30,,,
7029,05-05-2023 06:20:00,28.52,34.82,11.50,,,
7030,05-05-2023 06:30:00,30.93,30.16,11.43,,,
7031,05-05-2023 06:40:00,31.42,29.20,11.36,,,
7032,05-05-2023 06:50:00,31.51,28.90,11.28,,,
7033,05-05-2023 07:00:00,31.52,28.79,11.23,,,
7034,05-05-2023 07:10:00,31.50,28.73,11.18,,,
7035,05-05-2023 07:20:00,31.53,28.62,11.15,,,
7036,05-05-2023 07:30:00,31.52,28.57,11.12,,,
7037,05-05-2023 07:40:00,31.50,28.49,11.06,,,
7038,05-05-2023 07:50:00,31.51,28.48,11.06,,,
7039,05-05-2023 08:00:00,31.51,28.46,11.05,,,
7040,05-05-2023 08:10:00,31.53,28.44,11.06,,,
7041,05-05-2023 08:20:00,31.51,28.49,11.07,,,
7042,05-05-2023 08:30:00,31.51,28.45,11.05,,,
7043,05-05-2023 08:40:00,31.51,28.48,11.06,,,
7044,05-05-2023 08:50:00,31.52,28.47,11.06,,,
7045,05-05-2023 09:00:00,31.52,28.45,11.05,,,
7046,05-05-2023 09:10:00,31.50,28.48,11.05,,,
7047,05-05-2023 09:20:00,31.53,28.45,11.06,,,
7048,05-05-2023 09:30:00,31.51,28.48,11.06,,,
7049,05-05-2023 09:40:00,31.51,28.48,11.06,,,
7050,05-05-2023 09:50:00,31.56,28.45,11.09,,,
7051,05-05-2023 10:00:00,31.54,28.48,11.09,,,
7052,05-05-2023 10:10:00,31.53,28.42,11.05,,,
7053,05-05-2023 10:20:00,31.51,28.38,11.01,,,
7054,05-05-2023 10:30:00,31.54,28.38,11.04,,,
7055,05-05-2023 10:40:00,31.54,28.34,11.01,,,
7056,05-05-2023 10:50:00,31.52,28.42,11.04,,,
7057,05-05-2023 11:00:00,31.54,28.48,11.09,,,
7058,05-05-2023 11:10:00,31.51,28.45,11.05,,,
7059,05-05-2023 11:20:00,31.56,28.61,11.17,,,
7060,05-05-2023 11:30:00,31.52,28.72,11.20,,,
7061,05-05-2023 11:40:00,31.52,28.65,11.16,,,
7062,05-05-2023 11:50:00,31.50,28.72,11.18,,,
7063,05-05-2023 12:00:00,31.51,28.75,11.20,,,
7064,05-05-2023 12:10:00,31.53,28.72,11.21,,,
7065,05-05-2023 12:20:00,31.51,28.73,11.19,,,
7066,05-05-2023 12:30:00,31.54,28.78,11.25,,,
7067,05-05-2023 12:40:00,31.53,28.76,11.23,,,
7068,05-05-2023 12:50:00,31.51,28.75,11.20,,,
7069,05-05-2023 13:00:00,31.51,28.29,10.96,,,
7070,05-05-2023 13:10:00,31.49,29.06,11.35,,,
7071,05-05-2023 13:20:00,31.54,29.26,11.50,,,
7072,05-05-2023 13:30:00,31.55,29.07,11.41,,,
7073,05-05-2023 13:40:00,31.56,29.01,11.38,,,
7074,05-05-2023 13:50:00,31.53,28.99,11.35,,,
7075,05-05-2023 14:00:00,31.51,28.99,11.33,,,
7076,05-05-2023 14:10:00,31.54,28.93,11.33,,,
7077,05-05-2023 14:20:00,31.55,28.82,11.27,,,
7078,05-05-2023 14:30:00,31.51,28.73,11.19,,,
7079,05-05-2023 14:40:00,31.52,28.68,11.17,,,
7080,05-05-2023 14:50:00,31.55,28.62,11.17,,,
7081,05-05-2023 15:00:00,31.54,28.59,11.15,,,
7082,05-05-2023 15:10:00,31.53,28.64,11.16,,,
7083,05-05-2023 15:20:00,31.54,28.68,11.19,,,
7084,05-05-2023 15:30:00,31.51,28.64,11.14,,,
7085,05-05-2023 15:40:00,31.51,28.67,11.16,,,
7086,05-05-2023 15:50:00,31.54,28.73,11.22,,,
7087,05-05-2023 16:00:00,31.54,28.95,11.33,,,
7088,05-05-2023 16:10:00,31.56,28.92,11.34,,,
7089,05-05-2023 16:20:00,31.56,28.86,11.31,,,
7090,05-05-2023 16:30:00,31.54,28.81,11.26,,,
7091,05-05-2023 16:40:00,31.53,28.88,11.29,,,
7092,05-05-2023 16:50:00,31.53,28.82,11.26,,,
7093,05-05-2023 17:00:00,31.51,28.85,11.25,,,
7094,05-05-2023 17:10:00,31.52,28.80,11.24,,,
7095,05-05-2023 17:20:00,31.50,28.82,11.23,,,
7096,05-05-2023 17:30:00,31.53,28.75,11.22,,,
7097,05-05-2023 17:40:00,31.52,28.70,11.19,,,
7098,05-05-2023 17:50:00,31.53,28.75,11.22,,,
7099,05-05-2023 18:00:00,31.53,28.66,11.17,,,
7100,05-05-2023 18:10:00,31.52,28.59,11.13,,,
7101,05-05-2023 18:20:00,31.50,28.65,11.14,,,
7102,05-05-2023 18:30:00,31.50,28.62,11.12,,,
7103,05-05-2023 18:40:00,31.54,28.65,11.18,,,
7104,05-05-2023 18:50:00,31.54,28.62,11.16,,,
7105,05-05-2023 19:00:00,31.51,28.58,11.11,,,
7106,05-05-2023 19:10:00,31.55,28.54,11.13,,,
7107,05-05-2023 19:20:00,31.53,28.54,11.11,,,
7108,05-05-2023 19:30:00,31.53,28.57,11.12,,,
7109,05-05-2023 19:40:00,31.54,28.47,11.08,,,
7110,05-05-2023 19:50:00,31.54,28.32,11.00,,,
7111,05-05-2023 20:00:00,31.54,28.37,11.03,,,
7112,05-05-2023 20:10:00,31.56,28.29,11.00,,,
7113,05-05-2023 20:20:00,31.53,28.25,10.96,,,
7114,05-05-2023 20:30:00,27.29,32.86,9.56,,,
7115,05-05-2023 20:40:00,21.63,43.68,8.76,,,
7116,05-05-2023 20:50:00,20.18,48.05,8.85,,,
7117,05-05-2023 21:00:00,19.92,49.07,8.93,,,
7118,05-05-2023 21:10:00,19.87,49.33,8.96,,,
7119,05-05-2023 21:20:00,19.86,49.41,8.97,,,
7120,05-05-2023 21:30:00,19.89,49.43,9.01,,,
7121,05-05-2023 21:40:00,19.86,49.48,8.99,,,
7122,05-05-2023 21:50:00,19.89,49.42,9.01,,,
7123,05-05-2023 22:00:00,19.83,49.38,8.94,,,
7124,05-05-2023 22:10:00,19.84,49.26,8.91,,,
7125,05-05-2023 22:20:00,19.85,49.26,8.92,,,
7126,05-05-2023 22:30:00,19.84,49.31,8.92,,,
7127,05-05-2023 22:40:00,19.87,49.25,8.94,,,
7128,05-05-2023 22:50:00,19.86,49.23,8.92,,,
7129,05-05-2023 23:00:00,19.83,49.25,8.90,,,
7130,05-05-2023 23:10:00,19.87,49.13,8.90,,,
7131,05-05-2023 23:20:00,19.85,49.12,8.88,,,
7132,05-05-2023 23:30:00,19.83,49.08,8.85,,,
7133,05-05-2023 23:40:00,19.87,49.13,8.90,,,
7134,05-05-2023 23:50:00,19.85,49.12,8.88,,,
7135,05-06-2023 00:00:00,19.86,49.06,8.87,,,
7136,05-06-2023 00:10:00,19.86,49.00,8.85,,,
7137,05-06-2023 00:20:00,19.85,48.93,8.82,,,
7138,05-06-2023 00:30:00,19.87,48.94,8.84,,,
7139,05-06-2023 00:40:00,19.86,48.91,8.82,,,
7140,05-06-2023 00:50:00,19.86,48.93,8.83,,,
7141,05-06-2023 01:00:00,19.83,48.92,8.80,,,
7142,05-06-2023 01:10:00,19.86,48.92,8.83,,,
7143,05-06-2023 01:20:00,19.86,48.90,8.82,,,
7144,05-06-2023 01:30:00,19.86,48.90,8.82,,,
7145,05-06-2023 01:40:00,19.87,49.00,8.86,,,
7146,05-06-2023 01:50:00,19.84,49.14,8.87,,,
7147,05-06-2023 02:00:00,19.83,49.23,8.89,,,
7148,05-06-2023 02:10:00,19.85,49.54,9.00,,,
7149,05-06-2023 02:20:00,19.85,49.52,9.00,,,
7150,05-06-2023 02:30:00,19.87,49.54,9.02,,,
7151,05-06-2023 02:40:00,19.86,49.49,9.00,,,
7152,05-06-2023 02:50:00,19.87,49.45,9.00,,,
7153,05-06-2023 03:00:00,19.84,49.42,8.96,,,
7154,05-06-2023 03:10:00,19.84,49.41,8.95,,,
7155,05-06-2023 03:20:00,19.86,49.47,8.99,,,
7156,05-06-2023 03:30:00,19.82,49.37,8.92,,,
7157,05-06-2023 03:40:00,19.84,49.40,8.95,,,
7158,05-06-2023 03:50:00,19.86,49.34,8.95,,,
7159,05-06-2023 04:00:00,19.85,49.14,8.88,,,
7160,05-06-2023 04:10:00,19.84,48.95,8.82,,,
7161,05-06-2023 04:20:00,19.86,48.78,8.78,,,
7162,05-06-2023 04:30:00,19.83,48.67,8.72,,,
7163,05-06-2023 04:40:00,19.85,48.57,8.71,,,
7164,05-06-2023 04:50:00,19.85,48.64,8.73,,,
7165,05-06-2023 05:00:00,19.85,48.67,8.74,,,
7166,05-06-2023 05:10:00,19.83,48.44,8.65,,,
7167,05-06-2023 05:20:00,19.85,48.29,8.62,,,
7168,05-06-2023 05:30:00,19.88,48.13,8.60,,,
7169,05-06-2023 05:40:00,19.83,47.96,8.51,,,
7170,05-06-2023 05:50:00,19.84,47.80,8.46,,,
7171,05-06-2023 06:00:00,19.80,47.79,8.42,,,
7172,05-06-2023 06:10:00,22.33,43.81,9.44,,,
7173,05-06-2023 06:20:00,28.49,32.82,10.59,,,
7174,05-06-2023 06:30:00,30.96,28.44,10.57,,,
7175,05-06-2023 06:40:00,31.42,27.57,10.50,,,
7176,05-06-2023 06:50:00,31.53,27.31,10.45,,,
7177,05-06-2023 07:00:00,31.54,27.17,10.38,,,
7178,05-06-2023 07:10:00,31.51,27.06,10.29,,,
7179,05-06-2023 07:20:00,31.53,26.98,10.26,,,
7180,05-06-2023 07:30:00,31.50,26.91,10.20,,,
7181,05-06-2023 07:40:00,31.53,26.92,10.23,,,
7182,05-06-2023 07:50:00,31.52,26.85,10.19,,,
7183,05-06-2023 08:00:00,31.49,26.78,10.12,,,
7184,05-06-2023 08:10:00,31.54,26.70,10.12,,,
7185,05-06-2023 08:20:00,31.52,26.77,10.14,,,
7186,05-06-2023 08:30:00,31.54,26.71,10.12,,,
7187,05-06-2023 08:40:00,31.52,26.57,10.03,,,
7188,05-06-2023 08:50:00,31.55,26.64,10.09,,,
7189,05-06-2023 09:00:00,31.55,26.67,10.11,,,
7190,05-06-2023 09:10:00,31.54,26.66,10.09,,,
7191,05-06-2023 09:20:00,31.53,26.65,10.08,,,
7192,05-06-2023 09:30:00,31.56,26.70,10.13,,,
7193,05-06-2023 09:40:00,31.56,26.73,10.15,,,
7194,05-06-2023 09:50:00,31.52,26.74,10.12,,,
7195,05-06-2023 10:00:00,31.53,26.55,10.03,,,
7196,05-06-2023 10:10:00,31.54,26.48,10.00,,,
7197,05-06-2023 10:20:00,31.54,26.50,10.01,,,
7198,05-06-2023 10:30:00,31.53,26.48,9.99,,,
7199,05-06-2023 10:40:00,31.52,26.39,9.92,,,
7200,05-06-2023 10:50:00,31.52,26.31,9.88,,,
7201,05-06-2023 11:00:00,31.54,26.21,9.84,,,
7202,05-06-2023 11:10:00,31.52,26.16,9.79,,,
7203,05-06-2023 11:20:00,31.54,26.13,9.80,,,
7204,05-06-2023 11:30:00,31.54,26.22,9.85,,,
7205,05-06-2023 11:40:00,31.54,26.19,9.83,,,
7206,05-06-2023 11:50:00,31.51,26.25,9.83,,,
7207,05-06-2023 12:00:00,31.56,26.14,9.82,,,
7208,05-06-2023 12:10:00,31.54,25.95,9.69,,,
7209,05-06-2023 12:20:00,31.54,25.88,9.65,,,
7210,05-06-2023 12:30:00,31.52,25.92,9.66,,,
7211,05-06-2023 12:40:00,31.54,25.83,9.63,,,
7212,05-06-2023 12:50:00,31.51,25.85,9.61,,,
7213,05-06-2023 13:00:00,31.54,25.68,9.54,,,
7214,05-06-2023 13:10:00,31.51,25.65,9.49,,,
7215,05-06-2023 13:20:00,31.55,25.48,9.43,,,
7216,05-06-2023 13:30:00,31.52,25.34,9.32,,,
7217,05-06-2023 13:40:00,31.57,25.18,9.27,,,
7218,05-06-2023 13:50:00,31.56,25.15,9.25,,,
7219,05-06-2023 14:00:00,31.53,25.01,9.14,,,
7220,05-06-2023 14:10:00,31.57,25.03,9.18,,,
7221,05-06-2023 14:20:00,31.54,25.01,9.15,,,
7222,05-06-2023 14:30:00,31.54,24.83,9.04,,,
7223,05-06-2023 14:40:00,31.54,24.90,9.08,,,
7224,05-06-2023 14:50:00,31.51,24.97,9.09,,,
7225,05-06-2023 15:00:00,31.54,24.97,9.12,,,
7226,05-06-2023 15:10:00,31.55,25.07,9.19,,,
7227,05-06-2023 15:20:00,31.56,25.17,9.26,,,
7228,05-06-2023 15:30:00,31.52,25.05,9.15,,,
7229,05-06-2023 15:40:00,31.54,24.95,9.11,,,
7230,05-06-2023 15:50:00,31.52,24.93,9.08,,,
7231,05-06-2023 16:00:00,31.54,24.86,9.05,,,
7232,05-06-2023 16:10:00,31.52,24.76,8.98,,,
7233,05-06-2023 16:20:00,31.53,24.67,8.93,,,
7234,05-06-2023 16:30:00,31.53,24.67,8.93,,,
7235,05-06-2023 16:40:00,31.53,24.77,8.99,,,
7236,05-06-2023 16:50:00,31.52,24.66,8.92,,,
7237,05-06-2023 17:00:00,31.55,24.48,8.83,,,
7238,05-06-2023 17:10:00,31.54,24.50,8.84,,,
7239,05-06-2023 17:20:00,31.54,24.59,8.89,,,
7240,05-06-2023 17:30:00,31.54,24.50,8.84,,,
7241,05-06-2023 17:40:00,31.55,24.47,8.83,,,
7242,05-06-2023 17:50:00,31.56,24.46,8.83,,,
7243,05-06-2023 18:00:00,31.54,24.50,8.84,,,
7244,05-06-2023 18:10:00,31.55,24.32,8.74,,,
7245,05-06-2023 18:20:00,31.55,24.33,8.75,,,
7246,05-06-2023 18:30:00,31.55,24.35,8.76,,,
7247,05-06-2023 18:40:00,31.53,24.46,8.81,,,
7248,05-06-2023 18:50:00,31.55,24.40,8.79,,,
7249,05-06-2023 19:00:00,31.53,24.35,8.74,,,
7250,05-06-2023 19:10:00,31.54,24.36,8.76,,,
7251,05-06-2023 19:20:00,31.54,24.28,8.70,,,
7252,05-06-2023 19:30:00,31.54,24.28,8.70,,,
7253,05-06-2023 19:40:00,31.54,24.28,8.70,,,
7254,05-06-2023 19:50:00,31.55,24.35,8.76,,,
7255,05-06-2023 20:00:00,31.55,24.39,8.78,,,
7256,05-06-2023 20:10:00,31.54,24.49,8.83,,,
7257,05-06-2023 20:20:00,31.53,25.00,9.13,,,
7258,05-06-2023 20:30:00,27.21,29.66,7.97,,,
7259,05-06-2023 20:40:00,21.61,39.50,7.26,,,
7260,05-06-2023 20:50:00,20.17,43.82,7.49,,,
7261,05-06-2023 21:00:00,19.90,45.03,7.65,,,
7262,05-06-2023 21:10:00,19.89,45.30,7.72,,,
7263,05-06-2023 21:20:00,19.88,45.47,7.77,,,
7264,05-06-2023 21:30:00,19.87,45.61,7.80,,,
7265,05-06-2023 21:40:00,19.85,45.70,7.81,,,
7266,05-06-2023 21:50:00,19.88,45.77,7.87,,,
7267,05-06-2023 22:00:00,19.86,45.92,7.89,,,
7268,05-06-2023 22:10:00,19.86,45.94,7.90,,,
7269,05-06-2023 22:20:00,19.87,45.90,7.90,,,
7270,05-06-2023 22:30:00,19.86,45.74,7.84,,,
7271,05-06-2023 22:40:00,19.85,45.73,7.82,,,
7272,05-06-2023 22:50:00,19.88,45.70,7.84,,,
7273,05-06-2023 23:00:00,19.86,45.75,7.84,,,
7274,05-06-2023 23:10:00,19.86,45.74,7.83,,,
7275,05-06-2023 23:20:00,19.86,45.80,7.85,,,
7276,05-06-2023 23:30:00,19.87,45.83,7.87,,,
7277,05-06-2023 23:40:00,19.87,45.81,7.87,,,
7278,05-06-2023 23:50:00,19.85,45.77,7.84,,,
7279,05-07-2023 00:00:00,19.86,45.77,7.85,,,
7280,05-07-2023 00:10:00,19.90,45.74,7.87,,,
7281,05-07-2023 00:20:00,19.85,45.66,7.80,,,
7282,05-07-2023 00:30:00,19.87,45.60,7.80,,,
7283,05-07-2023 00:40:00,19.87,45.49,7.77,,,
7284,05-07-2023 00:50:00,19.85,45.32,7.69,,,
7285,05-07-2023 01:00:00,19.84,45.20,7.64,,,
7286,05-07-2023 01:10:00,19.86,45.18,7.65,,,
7287,05-07-2023 01:20:00,19.83,45.21,7.64,,,
7288,05-07-2023 01:30:00,19.86,45.16,7.65,,,
7289,05-07-2023 01:40:00,19.84,45.09,7.61,,,
7290,05-07-2023 01:50:00,19.83,45.07,7.59,,,
7291,05-07-2023 02:00:00,19.83,45.10,7.60,,,
7292,05-07-2023 02:10:00,19.85,45.29,7.68,,,
7293,05-07-2023 02:20:00,19.85,45.23,7.66,,,
7294,05-07-2023 02:30:00,19.85,45.19,7.65,,,
7295,05-07-2023 02:40:00,19.87,45.11,7.64,,,
7296,05-07-2023 02:50:00,19.85,45.05,7.60,,,
7297,05-07-2023 03:00:00,19.83,45.09,7.60,,,
7298,05-07-2023 03:10:00,19.87,45.11,7.64,,,
7299,05-07-2023 03:20:00,19.84,45.20,7.64,,,
7300,05-07-2023 03:30:00,19.83,45.26,7.65,,,
7301,05-07-2023 03:40:00,19.87,45.14,7.65,,,
7302,05-07-2023 03:50:00,19.86,45.05,7.61,,,
7303,05-07-2023 04:00:00,19.83,45.01,7.57,,,
7304,05-07-2023 04:10:00,19.85,45.12,7.63,,,
7305,05-07-2023 04:20:00,19.84,45.26,7.66,,,
7306,05-07-2023 04:30:00,19.84,45.21,7.65,,,
7307,05-07-2023 04:40:00,19.86,45.04,7.61,,,
7308,05-07-2023 04:50:00,19.85,44.87,7.55,,,
7309,05-07-2023 05:00:00,19.83,44.73,7.48,,,
7310,05-07-2023 05:10:00,19.84,44.62,7.45,,,
7311,05-07-2023 05:20:00,19.84,44.62,7.45,,,
7312,05-07-2023 05:30:00,19.81,44.64,7.43,,,
7313,05-07-2023 05:40:00,19.83,44.70,7.47,,,
7314,05-07-2023 05:50:00,19.84,44.61,7.45,,,
7315,05-07-2023 06:00:00,19.83,44.49,7.40,,,
7316,05-07-2023 06:10:00,22.36,40.73,8.39,,,
7317,05-07-2023 06:20:00,28.55,30.58,9.58,,,
7318,05-07-2023 06:30:00,30.94,26.74,9.63,,,
7319,05-07-2023 06:40:00,31.44,25.99,9.64,,,
7320,05-07-2023 06:50:00,31.50,25.83,9.59,,,
7321,05-07-2023 07:00:00,31.52,25.75,9.56,,,
7322,05-07-2023 07:10:00,31.55,25.64,9.52,,,
7323,05-07-2023 07:20:00,31.51,25.65,9.49,,,
7324,05-07-2023 07:30:00,31.54,25.64,9.51,,,
7325,05-07-2023 07:40:00,31.52,25.59,9.47,,,
7326,05-07-2023 07:50:00,31.54,25.70,9.55,,,
7327,05-07-2023 08:00:00,31.51,25.70,9.52,,,
7328,05-07-2023 08:10:00,31.55,25.76,9.59,,,
7329,05-07-2023 08:20:00,31.54,25.88,9.65,,,
7330,05-07-2023 08:30:00,31.55,25.94,9.70,,,
7331,05-07-2023 08:40:00,31.54,26.00,9.72,,,
7332,05-07-2023 08:50:00,31.52,26.08,9.75,,,
7333,05-07-2023 09:00:00,31.55,25.95,9.70,,,
7334,05-07-2023 09:10:00,31.54,25.83,9.63,,,
7335,05-07-2023 09:20:00,31.54,25.85,9.63,,,
7336,05-07-2023 09:30:00,31.53,25.73,9.56,,,
7337,05-07-2023 09:40:00,31.56,25.72,9.58,,,
7338,05-07-2023 09:50:00,31.56,25.54,9.47,,,
7339,05-07-2023 10:00:00,31.56,25.51,9.46,,,
7340,05-07-2023 10:10:00,31.52,25.47,9.40,,,
7341,05-07-2023 10:20:00,31.56,25.41,9.40,,,
7342,05-07-2023 10:30:00,31.55,25.70,9.56,,,
7343,05-07-2023 10:40:00,31.56,25.95,9.71,,,
7344,05-07-2023 10:50:00,31.51,26.06,9.73,,,
7345,05-07-2023 11:00:00,31.55,26.27,9.89,,,
7346,05-07-2023 11:10:00,31.54,26.33,9.91,,,
7347,05-07-2023 11:20:00,31.54,26.28,9.88,,,
7348,05-07-2023 11:30:00,31.54,26.20,9.84,,,
7349,05-07-2023 11:40:00,31.51,26.03,9.71,,,
7350,05-07-2023 11:50:00,31.54,26.13,9.80,,,
7351,05-07-2023 12:00:00,31.52,26.09,9.75,,,
7352,05-07-2023 12:10:00,31.52,25.89,9.64,,,
7353,05-07-2023 12:20:00,31.50,25.92,9.64,,,
7354,05-07-2023 12:30:00,31.52,25.95,9.67,,,
7355,05-07-2023 12:40:00,31.51,25.90,9.64,,,
7356,05-07-2023 12:50:00,31.54,25.54,9.45,,,
7357,05-07-2023 13:00:00,31.54,25.62,9.50,,,
7358,05-07-2023 13:10:00,31.54,25.66,9.53,,,
7359,05-07-2023 13:20:00,31.52,25.62,9.48,,,
7360,05-07-2023 13:30:00,31.54,25.61,9.50,,,
7361,05-07-2023 13:40:00,31.50,25.39,9.33,,,
7362,05-07-2023 13:50:00,31.55,25.10,9.21,,,
7363,05-07-2023 14:00:00,31.51,24.97,9.09,,,
7364,05-07-2023 14:10:00,31.53,24.86,9.04,,,
7365,05-07-2023 14:20:00,31.53,24.70,8.95,,,
7366,05-07-2023 14:30:00,31.52,24.29,8.69,,,
7367,05-07-2023 14:40:00,31.53,24.60,8.89,,,
7368,05-07-2023 14:50:00,31.53,24.63,8.91,,,
7369,05-07-2023 15:00:00,31.51,24.67,8.92,,,
7370,05-07-2023 15:10:00,31.55,24.45,8.82,,,
7371,05-07-2023 15:20:00,31.55,24.42,8.80,,,
7372,05-07-2023 15:30:00,31.51,24.11,8.57,,,
7373,05-07-2023 15:40:00,31.53,23.65,8.31,,,
7374,05-07-2023 15:50:00,31.55,23.35,8.14,,,
7375,05-07-2023 16:00:00,31.52,22.97,7.87,,,
7376,05-07-2023 16:10:00,31.54,22.80,7.78,,,
7377,05-07-2023 16:20:00,31.51,22.77,7.73,,,
7378,05-07-2023 16:30:00,31.52,23.20,8.01,,,
7379,05-07-2023 16:40:00,31.54,23.27,8.08,,,
7380,05-07-2023 16:50:00,31.56,23.18,8.04,,,
7381,05-07-2023 17:00:00,31.51,23.20,8.00,,,
7382,05-07-2023 17:10:00,31.53,23.45,8.18,,,
7383,05-07-2023 17:20:00,31.54,23.51,8.23,,,
7384,05-07-2023 17:30:00,31.53,23.32,8.10,,,
7385,05-07-2023 17:40:00,31.55,23.11,7.98,,,
7386,05-07-2023 17:50:00,31.52,22.98,7.88,,,
7387,05-07-2023 18:00:00,31.55,23.16,8.02,,,
7388,05-07-2023 18:10:00,31.54,23.21,8.04,,,
7389,05-07-2023 18:20:00,31.54,23.20,8.03,,,
7390,05-07-2023 18:30:00,31.53,23.29,8.08,,,
7391,05-07-2023 18:40:00,31.53,23.36,8.13,,,
7392,05-07-2023 18:50:00,31.53,23.52,8.22,,,
7393,05-07-2023 19:00:00,31.51,23.77,8.36,,,
7394,05-07-2023 19:10:00,31.54,23.91,8.48,,,
7395,05-07-2023 19:20:00,31.59,24.09,8.64,,,
7396,05-07-2023 19:30:00,31.55,24.09,8.60,,,
7397,05-07-2023 19:40:00,31.55,24.18,8.65,,,
7398,05-07-2023 19:50:00,31.52,24.12,8.59,,,
7399,05-07-2023 20:00:00,31.54,24.16,8.63,,,
7400,05-07-2023 20:10:00,31.56,24.24,8.70,,,
7401,05-07-2023 20:20:00,31.50,24.35,8.71,,,
7402,05-07-2023 20:30:00,27.16,28.51,7.36,,,
7403,05-07-2023 20:40:00,21.60,38.07,6.71,,,
7404,05-07-2023 20:50:00,20.20,41.72,6.80,,,
7405,05-07-2023 21:00:00,19.92,42.29,6.75,,,
7406,05-07-2023 21:10:00,19.86,42.32,6.70,,,
7407,05-07-2023 21:20:00,19.82,42.18,6.61,,,
